DaysSinceLastElection,NextElection,TransactionAmountAdj
1009,1988,522.5
1058,1988,2090
939,1988,2090
961,1988,2090
1099,1988,2090
961,1988,2090
1088,1988,2090
920,1988,522.5
1028,1988,2090
945,1988,2090
958,1988,5225
906,1988,4180
958,1988,1045
962,1988,2090
959,1988,627
888,1988,2090
844,1988,522.5
953,1988,2090
941,1988,2090
958,1988,2090
909,1988,4180
860,1988,522.5
910,1988,2090
983,1988,4180
926,1988,1045
892,1988,1045
906,1988,2090
816,1988,6437.2
844,1988,631.18
819,1988,595.65
868,1988,1672
816,1988,66.88
815,1988,773.3
815,1988,639.54
820,1988,4518.58
820,1988,73.15
828,1988,1107.7
820,1988,181.83
813,1988,121.22
875,1988,313.5
952,1988,2090
904,1988,10450
905,1988,10450
815,1988,2090
917,1988,209
955,1988,1045
954,1988,2090
965,1988,9405
965,1988,2090
923,1988,2090
864,1988,1045
883,1988,522.5
934,1988,2090
902,1988,2090
888,1988,2090
904,1988,10450
911,1988,10450
805,1988,10450
839,1988,522.5
962,1988,4180
946,1988,2090
877,1988,1045
868,1988,522.5
846,1988,2090
941,1988,2090
951,1988,2090
889,1988,2090
843,1988,4180
835,1988,5225
897,1988,2090
959,1988,1045
833,1988,1045
916,1988,2090
938,1988,5225
946,1988,2090
987,1988,2090
965,1988,4180
890,1988,2090
840,1988,4180
828,1988,522.5
965,1988,5225
962,1988,9405
953,1988,522.5
948,1988,2090
961,1988,10450
841,1988,522.5
906,1988,2090
934,1988,1045
906,1988,10450
840,1988,522.5
952,1988,522.5
822,1988,522.5
897,1988,1045
946,1988,10450
988,1988,522.5
973,1988,4180
909,1988,8360
860,1988,522.5
841,1988,522.5
902,1988,8360
821,1988,2090
826,1988,1045
878,1988,2090
940,1988,2090
910,1988,10450
864,1988,1045
916,1988,10450
900,1988,2090
923,1988,2090
829,1988,2090
857,1988,2090
962,1988,4180
876,1988,2090
965,1988,4180
959,1988,2090
966,1988,4180
877,1988,8424.79
882,1988,10450
891,1988,10450
902,1988,2090
840,1988,522.5
945,1988,2090
940,1988,2090
940,1988,2090
927,1988,2090
962,1988,2090
897,1988,2090
951,1988,2090
951,1988,4180
853,1988,4180
889,1988,2090
946,1988,2090
952,1988,2090
870,1988,4180
869,1988,4180
848,1988,2090
836,1988,209
958,1988,2090
882,1988,4180
932,1988,2090
839,1988,1045
867,1988,5225
922,1988,2090
895,1988,2090
981,1988,1045
932,1988,2090
821,1988,2090
902,1988,10450
918,1988,1045
953,1988,10450
827,1988,522.5
895,1988,2090
962,1988,4180
940,1988,4180
946,1988,1567.5
897,1988,1045
965,1988,1045
896,1988,4180
903,1988,522.5
925,1988,2090
975,1988,2090
997,1988,2090
975,1988,1045
974,1988,10450
863,1988,2090
817,1988,522.5
938,1988,2090
890,1988,1045
836,1988,10450
890,1988,10450
927,1988,522.5
972,1988,10450
979,1988,6270
988,1988,-156.75
996,1988,1045
976,1988,5225
1016,1988,2090
1022,1988,418
1014,1988,2090
1017,1988,6270
1017,1988,2090
954,1988,2090
842,1988,522.5
933,1988,2090
888,1988,1045
854,1988,2090
871,1988,10450
853,1988,10450
965,1988,10450
965,1988,10450
958,1988,2090
954,1988,2090
912,1988,209
906,1988,4180
917,1988,2090
941,1988,209
958,1988,1567.5
1022,1988,1045
955,1988,2090
888,1988,2090
1000,1988,2090
976,1988,2090
848,1988,783.75
941,1988,2090
937,1988,4180
909,1988,2090
875,1988,2090
864,1988,2090
940,1988,10450
923,1988,10450
899,1988,2090
926,1988,8360
931,1988,2090
931,1988,2090
945,1988,4180
938,1988,2090
938,1988,1045
983,1988,418
986,1988,2090
997,1988,2090
910,1988,-313.5
821,1988,313.5
926,1988,2090
953,1988,2090
923,1988,2090
939,1988,2090
829,1988,2090
966,1988,2090
875,1988,5225
913,1988,10450
1025,1988,2090
1009,1988,5225
834,1988,1567.5
905,1988,2090
897,1988,2090
909,1988,1045
812,1988,836
938,1988,4180
857,1988,4180
954,1988,4180
891,1988,1045
882,1988,2090
836,1988,522.5
940,1988,4180
902,1988,4180
960,1988,2090
959,1988,1045
937,1988,2090
919,1988,2090
937,1988,2090
932,1988,2090
961,1988,10450
962,1988,2090
990,1988,1045
967,1988,5225
1014,1988,2090
1009,1988,10450
1016,1988,2090
1000,1988,209
878,1988,1045
905,1988,1045
889,1988,4180
820,1988,10450
927,1988,10450
916,1988,10450
911,1988,10450
962,1988,1045
966,1988,418
878,1988,104.5
903,1988,4180
878,1988,104.5
924,1988,313.5
966,1988,522.5
941,1988,209
925,1988,1045
895,1988,10450
895,1988,2090
941,1988,4180
890,1988,10450
897,1988,5225
895,1988,4180
891,1988,2090
890,1988,2090
918,1988,363.66
918,1988,823.46
897,1988,309.32
878,1988,4180
918,1988,652.08
939,1988,2090
847,1988,2090
909,1988,2090
962,1988,2090
910,1988,1045
936,1988,6270
936,1988,2090
925,1988,2090
898,1988,5225
926,1988,10450
841,1988,1045
920,1988,209
829,1988,522.5
841,1988,522.5
870,1988,1045
833,1988,2090
833,1988,2090
945,1988,1045
953,1988,4180
960,1988,2090
966,1988,2090
926,1988,1567.5
853,1988,522.5
937,1988,4180
939,1988,1045
940,1988,1045
888,1988,2090
916,1988,522.5
857,1988,2090
960,1988,2090
961,1988,2090
941,1988,522.5
952,1988,2090
952,1988,2090
959,1988,1045
944,1988,52.25
924,1988,125.4
933,1988,10.45
937,1988,31.35
947,1988,8360
860,1988,1045
854,1988,627
910,1988,10450
844,1988,522.5
965,1988,1045
953,1988,1045
857,1988,2090
906,1988,6270
909,1988,3135
896,1988,2090
953,1988,10450
981,1988,1045
981,1988,2090
982,1988,2090
952,1988,1045
965,1988,1045
961,1988,2090
885,1988,10450
899,1988,6270
875,1988,4180
1062,1988,104.5
1088,1988,2090
1109,1988,2090
989,1988,522.5
1093,1988,1045
1140,1988,2090
1131,1988,750.31
1126,1988,750.31
1024,1988,2090
1128,1988,2090
1042,1988,522.5
1015,1988,2090
1129,1988,522.5
1129,1988,2090
973,1988,6270
1120,1988,1045
1098,1988,1045
972,1988,-1045
955,1988,2090
1064,1988,2090
827,1988,10450
818,1988,10450
896,1988,1045
1114,1988,1045
1057,1988,2090
1039,1988,522.5
962,1988,2090
953,1988,2090
835,1988,10450
902,1988,2090
938,1988,1045
1088,1988,2090
1018,1988,2090
1088,1988,2090
975,1988,1045
1099,1988,1045
1077,1988,2090
1094,1988,522.5
1093,1988,2090
1093,1988,2090
1135,1988,10450
1049,1988,10450
1099,1988,1045
1106,1988,2090
1108,1988,2090
983,1988,1045
982,1988,2090
1140,1988,2090
1043,1988,2090
989,1988,2090
1101,1988,10450
1074,1988,10450
1056,1988,10450
1056,1988,10450
1056,1988,10450
1056,1988,10450
1091,1988,627
989,1988,2090
1093,1988,2090
1106,1988,10450
1093,1988,2090
1099,1988,2090
1119,1988,5225
1119,1988,5225
1119,1988,2090
1119,1988,5225
1107,1988,2090
1112,1988,2090
1058,1988,6270
1028,1988,-2090
1074,1988,2090
1064,1988,2090
1109,1988,2090
1109,1988,2090
1053,1988,10450
1135,1988,2090
1109,1988,445.17
1105,1988,2090
980,1988,836
1127,1988,2090
1127,1988,2090
1135,1988,2090
1074,1988,2090
1134,1988,2090
980,1988,2090
969,1988,2090
885,1988,10450
842,1988,792.11
923,1988,45.98
897,1988,202.73
1016,1988,1045
1044,1988,2090
1052,1988,4180
1098,1988,407.55
1104,1988,6.27
1104,1988,6.27
1126,1988,1132.78
1104,1988,6.27
1104,1988,6.27
1126,1988,514.14
1104,1988,6.27
1133,1988,292.6
1126,1988,154.66
1112,1988,1989.68
1134,1988,29.26
1126,1988,280.06
1104,1988,6.27
1104,1988,6.27
1104,1988,6.27
1104,1988,6.27
1104,1988,6.27
1120,1988,62.7
1108,1988,930.05
1109,1988,125.4
1108,1988,275.88
1141,1988,29.26
1104,1988,6.27
1104,1988,6.27
919,1988,10450
958,1988,2090
983,1988,522.5
983,1988,5225
877,1988,1045
1052,1988,2090
1037,1988,2090
1024,1988,2612.5
1081,1988,4180
962,1988,2090
1074,1988,731.5
1112,1988,1045
1099,1988,4180
1046,1988,1045
1140,1988,2090
1148,1988,2090
1076,1988,1045
1101,1988,2090
962,1988,20.9
1120,1988,2090
1108,1988,1045
1064,1988,1045
1108,1988,1045
973,1988,522.5
1078,1988,2090
835,1988,5225
987,1988,522.5
1070,1988,522.5
958,1988,2090
1137,1988,137.94
945,1988,2090
1059,1988,4180
878,1988,4180
959,1988,2090
827,1988,2090
965,1988,2090
891,1988,10450
826,1988,7900.2
940,1988,2090
958,1988,2090
892,1988,1045
898,1988,2090
841,1988,522.5
822,1988,1045
926,1988,1045
1032,1988,100.32
1084,1988,1045
1086,1988,8360
1100,1988,2090
1043,1988,2090
1038,1988,1045
840,1988,522.5
961,1988,522.5
1000,1988,522.5
983,1988,476.52
1045,1988,2090
1045,1988,2090
1051,1988,4180
1052,1988,418
841,1988,522.5
1098,1988,4180
1098,1988,2090
939,1988,522.5
909,1988,10450
840,1988,5225
973,1988,209
1100,1988,2090
1031,1988,2090
955,1988,522.5
835,1988,522.5
967,1988,2090
1122,1988,2090
1126,1988,627
1112,1988,2090
1101,1988,2090
1086,1988,10450
933,1988,2090
1058,1988,2090
1051,1988,4180
1058,1988,4180
1053,1988,10450
952,1988,209
846,1988,10450
1074,1988,2090
1086,1988,5225
955,1988,10450
982,1988,522.5
1024,1988,10450
934,1988,1045
1085,1988,2090
1052,1988,10450
1052,1988,522.5
1114,1988,522.5
1094,1988,2090
1000,1988,522.5
1109,1988,1045
1129,1988,627
1095,1988,2090
1141,1988,4171.64
1141,1988,18839.26
1123,1988,2012.67
1141,1988,3402.52
1123,1988,5160.21
1123,1988,290.51
979,1988,1045
1066,1988,836
1045,1988,2090
1079,1988,10450
1120,1988,125.4
982,1988,2090
1024,1988,1045
909,1988,522.5
952,1988,2090
1051,1988,261.25
1037,1988,10450
1051,1988,1045
1051,1988,1045
1049,1988,2090
1070,1988,2090
1112,1988,1045
1050,1988,4180
1060,1988,2090
1066,1988,6270
1085,1988,-1045
987,1988,1045
955,1988,10450
955,1988,10450
955,1988,10450
1080,1988,225.72
1123,1988,104.5
975,1988,1045
1119,1988,2090
1094,1988,1293.71
1116,1988,5559.4
1094,1988,1042.91
947,1988,10450
1105,1988,2090
1119,1988,1045
1102,1988,2090
960,1988,7837.5
961,1988,2612.5
1058,1988,2090
1052,1988,1245.64
1095,1988,2090
1114,1988,2090
1021,1988,10450
976,1988,1045
1150,1988,2090
889,1988,4180
976,1988,2090
988,1988,2090
948,1988,10450
948,1988,2090
923,1988,927.96
912,1988,1045
1049,1988,1045
1053,1988,2090
1081,1988,2090
1093,1988,2090
1094,1988,7315
1134,1988,5225
1134,1988,5225
1087,1988,52.25
1109,1988,2090
1043,1988,1045
1028,1988,2090
1148,1988,4180
1133,1988,2090
1091,1988,1045
1121,1988,10450
975,1988,2090
980,1988,2090
1128,1988,-2090
1128,1988,2090
1025,1988,114.95
1056,1988,1045
1113,1988,2090
1057,1988,10450
988,1988,4180
1015,1988,2090
1002,1988,104.5
1085,1988,2090
1044,1988,209
1099,1988,2090
1042,1988,2612.5
1038,1988,2090
1007,1988,154.66
1042,1988,522.5
1057,1988,4180
925,1988,10450
856,1988,1045
841,1988,2090
954,1988,2090
860,1988,4180
937,1988,1045
895,1988,2090
951,1988,10450
1067,1988,2090
1074,1988,4180
1106,1988,4180
1093,1988,2090
988,1988,1463
1078,1988,1567.5
1129,1988,9405
1088,1988,2090
1072,1988,1362.68
1060,1988,2549.8
1067,1988,9659.98
1067,1988,1036.64
1071,1988,2612.5
1067,1988,1078.44
1081,1988,4821.63
1085,1988,8882.5
1072,1988,3245.77
1067,1988,666.71
1067,1988,10579.58
895,1988,10450
1074,1988,2090
1081,1988,257.07
1053,1988,127.49
1032,1988,257.07
1003,1988,58.52
1077,1988,2090
1095,1988,1045
1042,1988,783.75
1134,1988,10450
1060,1988,2090
1113,1988,1045
1126,1988,1463
1109,1988,156.75
1085,1988,1226.83
1099,1988,73.15
1094,1988,10450
1094,1988,10450
1094,1988,10450
1094,1988,10450
1094,1988,10450
1134,1988,-10450
989,1988,2090
1044,1988,261.25
1105,1988,10450
1064,1988,10450
912,1988,10450
1059,1988,2090
1074,1988,2090
955,1988,10450
855,1988,1045
955,1988,1045
1059,1988,2090
1072,1988,10450
1072,1988,4180
877,1988,2090
966,1988,1084.71
966,1988,627
839,1988,10450
1037,1988,2090
1039,1988,5225
966,1988,2090
953,1988,2090
1053,1988,1045
1043,1988,522.5
1100,1988,6270
982,1988,2090
1050,1988,1045
1088,1988,2090
1059,1988,250.8
1059,1988,-209
1039,1988,250.8
1045,1988,209
1057,1988,2090
1057,1988,2090
1071,1988,10450
1134,1988,10450
1080,1988,2090
1092,1988,10450
1092,1988,10450
1092,1988,10450
1088,1988,4180
1057,1988,2090
988,1988,2090
981,1988,6270
1087,1988,2090
1036,1988,10450
950,1988,2090
1056,1988,10450
874,1988,1045
1064,1988,2090
1071,1988,4180
1090,1988,-2090
1094,1988,2090
905,1988,10450
862,1988,2090
959,1988,2090
833,1988,522.5
891,1988,10450
955,1988,2090
1053,1988,1045
1036,1988,2090
951,1988,1045
1004,1988,209
972,1988,2090
1102,1988,2090
1099,1988,2090
955,1988,1045
1120,1988,480.7
1120,1988,687.61
1092,1988,1045
1112,1988,1832.93
1112,1988,160.93
1121,1988,1045
952,1988,2090
841,1988,2090
1120,1988,2090
1133,1988,2090
906,1988,4180
947,1988,627
910,1988,459.8
882,1988,459.8
895,1988,1149.5
960,1988,229.9
889,1988,229.9
1019,1988,209
972,1988,1045
1058,1988,1045
1057,1988,1045
1080,1988,3135
1071,1988,522.5
932,1988,10450
1085,1988,8360
1072,1988,2090
1065,1988,2090
960,1988,2090
910,1988,2090
899,1988,4180
1088,1988,418
924,1988,5225
1072,1988,1045
944,1988,2090
965,1988,2090
881,1988,2090
911,1988,2090
941,1988,2090
966,1988,10450
966,1988,5225
966,1988,2090
966,1988,4180
811,1988,2090
973,1988,2090
1051,1988,2090
1120,1988,365.75
1120,1988,359.48
1120,1988,12.54
1127,1988,146.3
1127,1988,217.36
1066,1988,522.5
972,1988,2090
1066,1988,1045
1113,1988,1045
890,1988,2090
1044,1988,10450
1150,1988,5434
1150,1988,5434
1150,1988,5434
1150,1988,5434
1150,1988,5434
1150,1988,5434
1092,1988,209
1084,1988,2090
1106,1988,1045
1092,1988,5225
1074,1988,2090
1070,1988,1045
974,1988,2090
968,1988,1045
843,1988,522.5
1119,1988,209
903,1988,8360
870,1988,2090
1028,1988,2090
1088,1988,2090
867,1988,522.5
1112,1988,2090
979,1988,1045
1107,1988,2090
1122,1988,2090
1096,1988,752.4
1015,1988,209
988,1988,522.5
1009,1988,2090
1080,1988,4180
1107,1988,2090
996,1988,2090
1023,1988,1045
1028,1988,2090
1049,1988,522.5
1053,1988,2090
1050,1988,3135
1079,1988,2090
904,1988,2090
1112,1988,6270
989,1988,2090
987,1988,2090
1079,1988,4180
1105,1988,2090
975,1988,2090
1038,1988,2090
1134,1988,4180
1071,1988,1045
1014,1988,365.75
1135,1988,2612.5
1112,1988,-8360
1043,1988,10450
959,1988,10450
1016,1988,6842.66
1022,1988,25602.5
1016,1988,6621.12
1022,1988,4957.48
1010,1988,5041.08
1001,1988,1306.25
1009,1988,1893.54
1016,1988,7312.91
1022,1988,1757.69
1022,1988,961.4
1016,1988,14920.51
1032,1988,2090
967,1988,10011.1
968,1988,11852.39
986,1988,7208.41
994,1988,5262.62
997,1988,12968.45
997,1988,1162.04
968,1988,39649.39
979,1988,3521.65
987,1988,1306.25
979,1988,11731.17
989,1988,2612.5
994,1988,1306.25
974,1988,2608.32
994,1988,10027.82
1094,1988,418
826,1988,2090
954,1988,2090
958,1988,-2090
939,1988,10450
993,1988,4180
1045,1988,313.5
891,1988,10450
952,1988,522.5
937,1988,2090
899,1988,2090
1029,1988,2090
1029,1988,8360
1137,1988,1045
983,1988,8360
1137,1988,1045
1127,1988,10450
1037,1988,10450
1004,1988,10450
1121,1988,10450
988,1988,1045
1011,1988,104.5
986,1988,2090
1088,1988,1045
1105,1988,2090
1015,1988,4180
1056,1988,2090
973,1988,8360
1128,1988,2090
987,1988,2090
1093,1988,104.5
1000,1988,1045
972,1988,2090
981,1988,2090
988,1988,2090
1010,1988,10450
1024,1988,10450
1018,1988,10450
1000,1988,2090
951,1988,2090
913,1988,2090
1087,1988,1045
1049,1988,2090
892,1988,418
881,1988,3135
1045,1988,1045
1051,1988,2090
1052,1988,6270
1112,1988,209
1114,1988,10450
1044,1988,10450
1127,1988,1045
1127,1988,418
1129,1988,10450
1058,1988,2090
1086,1988,8360
996,1988,2090
1072,1988,2090
979,1988,2090
1106,1988,-1045
1105,1988,2090
1112,1988,-2090
1099,1988,10450
1135,1988,2090
1109,1988,4180
1105,1988,6270
961,1988,2090
926,1988,10450
918,1988,10450
1121,1988,10450
953,1988,2090
976,1988,3657.5
966,1988,5225
1004,1988,2090
1042,1988,2090
1077,1988,6270
974,1988,522.5
1059,1988,1045
1059,1988,1045
983,1988,2090
986,1988,2090
1014,1988,2090
1077,1988,2090
1086,1988,2090
935,1988,2090
958,1988,2090
990,1988,4180
1029,1988,1045
1148,1988,2090
1148,1988,2090
1107,1988,1045
1134,1988,2090
840,1988,1045
1102,1988,2090
1025,1988,8360
1025,1988,2090
906,1988,4180
1127,1988,1045
1112,1988,2090
1105,1988,10450
1042,1988,627
1042,1988,54.34
1129,1988,1254
1042,1988,125.4
1121,1988,418
1084,1988,2090
941,1988,8360
1074,1988,2090
1085,1988,2090
1100,1988,2090
1080,1988,418
1121,1988,522.5
973,1988,10450
1065,1988,10450
1042,1988,10450
1009,1988,10450
1105,1988,10450
981,1988,1045
1074,1988,2090
1099,1988,4180
926,1988,1045
993,1988,418
976,1988,1045
1126,1988,1045
1066,1988,10450
1059,1988,10450
960,1988,1045
925,1988,1567.5
1109,1988,1045
967,1988,2090
905,1988,2090
1122,1988,1045
1120,1988,1045
1120,1988,6270
1049,1988,2090
890,1988,2090
909,1988,4180
954,1988,522.5
864,1988,2090
1126,1988,2090
1122,1988,2090
1109,1988,522.5
1016,1988,4180
906,1988,2090
1137,1988,2090
1085,1988,2090
847,1988,6270
1129,1988,2090
1129,1988,2090
1129,1988,2090
1129,1988,2090
1129,1988,2090
1129,1988,2090
1136,1988,2090
1088,1988,2090
1079,1988,2090
1032,1988,1045
1088,1988,1045
1030,1988,7239.76
1042,1988,1149.5
891,1988,250.8
902,1988,96.14
903,1988,5291.88
898,1988,1045
1071,1988,2090
1092,1988,2090
1004,1988,10450
1148,1988,2090
1088,1988,2090
1095,1988,2090
1150,1988,-2090
1150,1988,-2090
1107,1988,2090
1042,1988,2090
1001,1988,10450
939,1988,2090
1127,1988,6270
1134,1988,10450
1147,1988,10450
1100,1988,522.5
1128,1988,10450
1128,1988,10450
1128,1988,10450
1128,1988,6270
1128,1988,10450
1128,1988,10450
1021,1988,2090
1071,1988,1045
1077,1988,2090
1057,1988,2090
1077,1988,2090
1060,1988,2090
1142,1988,-8360
1021,1988,7774.8
1129,1988,2090
1112,1988,2090
960,1988,5225
1067,1988,3135
1116,1988,1045
1116,1988,522.5
1021,1988,2090
1127,1988,2090
902,1988,2090
1045,1988,522.5
975,1988,522.5
918,1988,6270
1088,1988,2090
1150,1988,1045
1150,1988,2090
1112,1988,4180
1091,1988,2090
1109,1988,10450
1081,1988,4180
981,1988,4660.7
1135,1988,10450
1074,1988,234.08
968,1988,470.25
1120,1988,3135
989,1988,10450
1009,1988,5225
1120,1988,8360
934,1988,1045
1053,1988,1045
1142,1988,418
1099,1988,10450
1099,1988,522.5
1105,1988,1045
1060,1988,2090
1128,1988,1567.5
976,1988,2090
1105,1988,1045
1113,1988,2090
1105,1988,2090
1085,1988,2090
1129,1988,2090
1018,1988,2388.87
1007,1988,731.5
1126,1988,2090
1126,1988,2090
1036,1988,261.25
1102,1988,10450
1129,1988,4180
1106,1988,4180
962,1988,-10450
1116,1988,2612.5
1078,1988,522.5
1078,1988,273.79
959,1988,4180
1135,1988,10450
1136,1988,2090
1129,1988,10450
1108,1988,4180
1119,1988,1045
1057,1988,2090
1099,1988,4180
1050,1988,2090
1015,1988,2090
1120,1988,1045
1080,1988,1045
1039,1988,2090
1069,1988,2090
1104,1988,2090
1085,1988,6270
1104,1988,2090
1142,1988,2090
983,1988,2090
1130,1988,2090
1038,1988,4180
1129,1988,4180
1060,1988,1045
1066,1988,418
1074,1988,52.25
1134,1988,10450
1085,1988,4180
1065,1988,10450
1065,1988,2090
1085,1988,2090
1088,1988,2090
1108,1988,1045
980,1988,2090
1003,1988,1045
1073,1988,1567.5
1070,1988,2090
1060,1988,2090
1072,1988,2090
1098,1988,10450
1046,1988,104.5
1086,1988,2090
1087,1988,2090
1085,1988,10450
1137,1988,10450
1090,1988,2090
1028,1988,2090
1100,1988,2090
1014,1988,2090
1056,1988,2090
836,1988,1045
1092,1988,522.5
1094,1988,1045
906,1988,8360
955,1988,2090
986,1988,209
1150,1988,2090
829,1988,2090
927,1988,2090
965,1988,2090
877,1988,104.5
910,1988,2616.68
850,1988,2334.53
920,1988,16860.03
910,1988,1728.43
919,1988,2071.19
920,1988,16860.03
875,1988,1151.59
864,1988,2533.08
864,1988,1830.84
850,1988,102.41
891,1988,1285.35
891,1988,35.53
891,1988,1446.28
868,1988,1199.66
919,1988,2321.99
850,1988,1853.83
864,1988,3135
919,1988,2533.08
1149,1988,2090
1114,1988,522.5
1086,1988,2090
1108,1988,4180
1140,1988,2090
1022,1988,2090
1133,1988,8360
1135,1988,10450
1092,1988,10450
1079,1988,6270
1051,1988,4180
1137,1988,5225
1060,1988,10450
1135,1988,10450
1099,1988,2090
996,1988,2090
910,1988,5895.89
910,1988,4213.44
860,1988,836
869,1988,1178.76
925,1988,1586.31
919,1988,8203.25
946,1988,-3636.6
946,1988,6771.6
825,1988,836
906,1988,8360
912,1988,6270
877,1988,2090
1150,1988,2090
1067,1988,2090
1079,1988,2090
1045,1988,2090
1129,1988,8360
1113,1988,4180
1015,1988,522.5
1102,1988,10450
1079,1988,1045
1114,1988,522.5
1095,1988,6270
1087,1988,5225
1057,1988,8360
1099,1988,2090
1127,1988,1045
1101,1988,2090
952,1988,2090
889,1988,2090
1140,1988,6270
1095,1988,-2090
1004,1988,4180
1066,1988,522.5
1101,1988,2090
1134,1988,1045
1029,1988,627
890,1988,209
882,1988,209
972,1988,418
1102,1988,2090
1102,1988,4180
1121,1988,10450
1099,1988,146.3
889,1988,2090
1084,1988,10450
1065,1988,10450
895,1988,2090
1122,1988,1045
1085,1988,418
1123,1988,10450
1044,1988,1045
988,1988,2090
967,1988,2090
967,1988,2090
1112,1988,2090
1135,1988,2090
1049,1988,2090
986,1988,1045
1100,1988,104.5
1100,1988,522.5
1100,1988,522.5
1130,1988,2090
1017,1988,104.5
1065,1988,1045
937,1988,2090
1109,1988,1045
1100,1988,1045
826,1988,2090
1042,1988,836
1123,1988,2090
1092,1988,823.46
1134,1988,503.69
1134,1988,1019.92
1016,1988,522.5
997,1988,683.43
1000,1988,41.8
980,1988,4180
1100,1988,4180
1120,1988,522.5
902,1988,2090
1098,1988,2090
982,1988,522.5
1043,1988,522.5
1136,1988,2090
1085,1988,4180
1074,1988,4180
1107,1988,4180
1143,1988,522.5
1137,1988,522.5
1092,1988,4180
1150,1988,624.91
1105,1988,833.91
1109,1988,1316.7
1094,1988,3657.5
1134,1988,624.91
1130,1988,3504.93
1122,1988,497.42
1128,1988,7315
1099,1988,3657.5
1130,1988,1812.03
1119,1988,624.91
1150,1988,624.91
1134,1988,624.91
1121,1988,6270
986,1988,-3155.9
877,1988,10450
968,1988,5225
1095,1988,8360
1120,1988,104.5
1092,1988,2090
1095,1988,2090
856,1988,2090
826,1988,1045
919,1988,-2090
1080,1988,261.25
965,1988,2090
955,1988,10450
1042,1988,522.5
955,1988,627
981,1988,522.5
1024,1988,522.5
1129,1988,-522.5
1150,1988,5225
1150,1988,6270
1107,1988,4180
1149,1988,-104.5
1022,1988,2090
1014,1988,269.61
1014,1988,269.61
973,1988,336.49
973,1988,1954.15
973,1988,647.9
1044,1988,545.49
1102,1988,438.9
1102,1988,1362.68
1044,1988,4654.43
1098,1988,10450
1134,1988,2090
980,1988,-2090
1098,1988,2090
1051,1988,2090
1001,1988,2090
1127,1988,2090
974,1988,1045
1073,1988,2090
1078,1988,104.5
1000,1988,104.5
1130,1988,4180
1098,1988,2090
1037,1988,4180
1105,1988,83.6
1024,1988,62.7
1059,1988,2090
1025,1988,4180
1057,1988,2090
1052,1988,2090
1141,1988,522.5
1141,1988,1045
1141,1988,522.5
1141,1988,522.5
1072,1988,2090
1070,1988,2090
1077,1988,6270
1070,1988,4180
561,1988,542.5
1112,1988,459.8
919,1988,2090
1072,1988,2090
883,1988,6270
925,1988,4180
1043,1988,-2090
1141,1988,2090
1039,1988,4180
909,1988,5225
841,1988,522.5
868,1988,10450
954,1988,10450
925,1988,5225
1064,1988,10450
1003,1988,10450
1092,1988,10450
996,1988,1045
1116,1988,1045
1119,1988,1045
876,1988,4180
937,1988,2090
972,1988,1045
1109,1988,-8360
1022,1988,522.5
1021,1988,522.5
1000,1988,522.5
1123,1988,2090
1113,1988,4180
1031,1988,522.5
840,1988,522.5
909,1988,10450
980,1988,209
1106,1988,10450
800,1988,2090
1080,1988,10450
1140,1988,2090
966,1988,2090
1024,1988,4180
1024,1988,4180
1039,1988,8360
981,1988,2090
959,1988,2090
1106,1988,10450
1098,1988,4180
994,1988,2090
1081,1988,5225
981,1988,2090
1087,1988,4180
1119,1988,209
1122,1988,522.5
796,1988,2090
1087,1988,2090
910,1988,4180
1119,1988,1045
1079,1988,1045
1106,1988,2090
1056,1988,2090
1023,1988,2090
988,1988,522.5
1106,1988,4180
1127,1988,10450
1025,1988,209
1065,1988,4180
1057,1988,4180
1120,1988,4180
1073,1988,1045
918,1988,2090
1049,1988,2090
1134,1988,2090
1142,1988,1045
1073,1988,2090
1112,1988,-8360
1006,1988,10450
1206,1988,2010
1267,1988,2010
1217,1988,804
1204,1988,402
1217,1988,1206
1179,1988,2010
1205,1988,1005
1236,1988,261.3
1202,1988,1608
1176,1988,2010
1193,1988,2010
1275,1988,1005
1205,1988,1005
1192,1988,1672.32
1192,1988,2010
1261,1988,502.5
1242,1988,2010
1171,1988,2010
1234,1988,2010
1185,1988,1005
1189,1988,502.5
1217,1988,1005
1214,1988,1005
1206,1988,2010
1207,1988,2038.14
1207,1988,757.77
1207,1988,4912.44
1207,1988,434.16
1207,1988,619.08
1207,1988,711.54
1207,1988,436.17
1207,1988,442.2
1207,1988,1350.72
1207,1988,518.58
1207,1988,709.53
1207,1988,1601.97
1207,1988,795.96
1207,1988,1541.67
1207,1988,504.51
1207,1988,639.18
1207,1988,428.13
1207,1988,1999.95
1291,1988,2010
1203,1988,2010
1287,1988,2010
1375,1988,2010
1235,1988,24.12
1177,1988,1105.5
1218,1988,402
1203,1988,2010
1190,1988,2010
1178,1988,1105.5
1247,1988,703.5
1191,1988,100.5
1205,1988,2010
1213,1988,554.76
1235,1988,190.95
1280,1988,2010
1169,1988,2010
1227,1988,2010
1217,1988,2010
1277,1988,502.5
1202,1988,1005
1332,1988,2010
1301,1988,524.61
1332,1988,203.01
1192,1988,2010
1184,1988,2010
1214,1988,2010
1317,1988,10.05
1317,1988,40.2
1317,1988,20.1
1211,1988,2010
1221,1988,402
1327,1988,1005
1310,1988,2010
1378,1988,2010
1363,1988,2010
1363,1988,2010
1240,1988,2010
1427,1988,2010
1403,1988,2010
1263,1988,502.5
1409,1988,2174.82
1189,1988,2010
1435,1988,10050
1205,1988,2010
1185,1988,1005
1162,1988,1005
1155,1988,502.5
