DaysSinceLastElection,NextElection,TransactionAmountAdj
1401,2004,4828.32
1401,2004,12099.78
1407,2004,5733
1407,2004,302.4
1409,2004,6.3
1409,2004,7.56
1409,2004,51.66
1409,2004,204.12
1412,2004,1121.4
1416,2004,743.4
1416,2004,1460.34
1416,2004,22.68
1416,2004,16.38
1416,2004,27.72
1402,2004,1093.68
1410,2004,6548.22
1410,2004,7435.26
1410,2004,5846.4
1418,2004,16703.82
1429,2004,20447.28
1398,2004,2856.42
1364,2004,45937.08
1394,2004,179179.56
1339,2004,190890
1362,2004,16931.88
1386,2004,14021.28
1417,2004,268.38
1430,2004,67679.64
1436,2004,17449.74
1436,2004,378
1424,2004,7451.64
1429,2004,3.78
1429,2004,23.94
1429,2004,45.36
1429,2004,1277.64
1429,2004,6258.42
1429,2004,26.46
1431,2004,419.58
1436,2004,15.12
1424,2004,12.6
1424,2004,41.58
1424,2004,359.1
1424,2004,714.42
1424,2004,861.84
1428,2004,136426.5
1444,2004,433.44
1445,2004,85284.36
1451,2004,419.58
1438,2004,21451.5
1438,2004,11377.8
1262,2004,14990.22
1283,2004,1512
1276,2004,4286.52
1409,2004,5203.8
1282,2004,1260
1199,2004,1260
1347,2004,630
1281,2004,2520
1156,2004,3780
1235,2004,630
1158,2004,2520
1225,2004,3150
1154,2004,-2520
1169,2004,2520
1196,2004,5040
1438,2004,282.24
1441,2004,630
1410,2004,4289.04
1396,2004,31.5
1260,2004,27669.6
1185,2004,3780
1206,2004,-6300
1266,2004,3.78
1295,2004,1260
1205,2004,6980.4
1172,2004,580.86
1169,2004,171.36
1172,2004,115.92
1163,2004,512.82
1163,2004,214.2
1163,2004,126
1166,2004,50.4
1164,2004,40.32
1165,2004,160.02
1158,2004,124.74
1157,2004,236.88
1174,2004,63
1172,2004,298.62
1175,2004,359.1
1167,2004,70.56
1163,2004,214.2
1163,2004,97.02
1163,2004,1121.4
1165,2004,6300
1157,2004,86.94
1177,2004,63
1167,2004,63
1160,2004,45.36
1171,2004,50.4
1165,2004,40.32
1163,2004,525.42
1159,2004,50.4
1161,2004,126
1167,2004,90.72
1170,2004,60.48
1174,2004,63
1174,2004,157.5
1165,2004,1162.98
1167,2004,94.5
1169,2004,802.62
1173,2004,90.72
1167,2004,63
1175,2004,90.72
1153,2004,245.7
1160,2004,40.32
1167,2004,63
1179,2004,435.96
1168,2004,63
1168,2004,56.7
1167,2004,63
1159,2004,70.56
1166,2004,80.64
1179,2004,580.86
1158,2004,30.24
1159,2004,45.36
1159,2004,50.4
1166,2004,50.4
1178,2004,241.92
1159,2004,100.8
1177,2004,128.52
1177,2004,189
1167,2004,50.4
1167,2004,65.52
1161,2004,75.6
1168,2004,157.5
1168,2004,138.6
1153,2004,226.8
1175,2004,850.5
1167,2004,63
1167,2004,94.5
1171,2004,151.2
1178,2004,109.62
1178,2004,1261.26
1168,2004,69.3
1177,2004,37.8
1160,2004,50.4
1167,2004,63
1168,2004,126
1167,2004,63
1153,2004,113.4
1176,2004,727.02
1172,2004,35.28
1170,2004,50.4
1173,2004,153.72
1171,2004,50.4
1154,2004,50.4
1165,2004,1016.82
1170,2004,50.4
1166,2004,80.64
1159,2004,50.4
1161,2004,40.32
1170,2004,105.84
1168,2004,94.5
1169,2004,134.82
1160,2004,50.4
1169,2004,160.02
1161,2004,1260
1162,2004,7686
1162,2004,3918.6
1175,2004,163.8
1154,2004,59.22
1166,2004,30.24
1168,2004,40.32
1154,2004,63
1174,2004,63
1160,2004,50.4
1167,2004,94.5
1161,2004,50.4
1168,2004,63
1167,2004,63
1166,2004,60.48
1167,2004,55.44
1162,2004,3177.72
1167,2004,63
1166,2004,50.4
1172,2004,26.46
1167,2004,65.52
1179,2004,580.86
1171,2004,75.6
1160,2004,63
1160,2004,50.4
1160,2004,40.32
1160,2004,60.48
1169,2004,136.08
1175,2004,163.8
1167,2004,65.52
1155,2004,233.1
1168,2004,110.88
1173,2004,60.48
1165,2004,50.4
1175,2004,63
1161,2004,40.32
1175,2004,264.6
1171,2004,403.2
1172,2004,13576.5
1161,2004,138.6
1171,2004,56.7
1168,2004,75.6
1165,2004,871.92
1171,2004,16.38
1171,2004,35.28
1171,2004,175.14
1174,2004,63
1174,2004,63
1179,2004,94.5
1168,2004,50.4
1170,2004,50.4
1168,2004,138.6
1171,2004,35.28
1162,2004,40.32
1169,2004,40.32
1170,2004,110.88
1155,2004,20.16
1179,2004,37.8
1168,2004,75.6
1167,2004,63
1168,2004,97.02
1168,2004,70.56
1165,2004,832.86
1161,2004,226.8
1171,2004,151.2
1172,2004,642.6
1164,2004,384.3
1167,2004,63
1165,2004,167.58
1161,2004,252
1157,2004,226.8
1169,2004,60.48
1177,2004,491.4
1165,2004,871.92
1174,2004,63
1162,2004,75.6
1167,2004,70.56
1174,2004,63
1175,2004,504
1171,2004,151.2
1159,2004,80.64
1165,2004,50.4
1173,2004,141.12
1174,2004,63
1154,2004,132.3
1169,2004,472.5
1160,2004,50.4
1167,2004,63
1176,2004,321.3
1177,2004,252
1174,2004,63
1152,2004,50.4
1168,2004,214.2
1175,2004,118.44
1164,2004,50.4
1165,2004,166.32
1165,2004,1016.82
1179,2004,23.94
1159,2004,50.4
1166,2004,60.48
1175,2004,100.8
1167,2004,63
1168,2004,163.8
1172,2004,725.76
1167,2004,63
1154,2004,989.1
1284,2004,2520
1183,2004,544.32
1181,2004,94.5
1183,2004,50.4
1193,2004,871.92
1183,2004,207.9
1183,2004,132.3
1181,2004,63
1182,2004,189
1181,2004,63
1181,2004,63
1182,2004,126
1184,2004,-1417.5
1181,2004,126
1183,2004,163.8
1182,2004,26.46
1184,2004,126
1181,2004,63
1181,2004,100.8
1199,2004,490.14
1183,2004,182.7
1181,2004,63
1181,2004,63
1184,2004,422.1
1183,2004,239.4
1181,2004,63
1181,2004,63
1183,2004,2.52
1182,2004,128.52
1184,2004,100.8
1181,2004,94.5
1193,2004,97.02
1192,2004,22.68
1183,2004,56.7
1186,2004,580.86
1181,2004,63
1182,2004,189
1181,2004,63
1192,2004,22.68
1182,2004,126
1181,2004,63
1182,2004,113.4
1183,2004,113.4
1183,2004,277.2
1183,2004,313.74
1181,2004,63
1186,2004,85.68
1182,2004,189
1181,2004,63
1183,2004,132.3
1182,2004,56.7
1181,2004,94.5
1183,2004,110.88
1183,2004,132.3
1224,2004,2520
1234,2004,3780
1294,2004,1260
1208,2004,1491.84
1214,2004,7079.94
1208,2004,38435.04
1211,2004,5707.8
1211,2004,1393.56
1214,2004,90.72
1286,2004,5133.24
1309,2004,1260
1310,2004,2520
1234,2004,315
1248,2004,6300
1360,2004,4500.72
1319,2004,967.68
1322,2004,1890
1340,2004,1260
1318,2004,197.82
1274,2004,-1260
1423,2004,2279.34
1416,2004,6300
1374,2004,1785.42
1401,2004,354.06
1434,2004,2904.3
1429,2004,273.42
1429,2004,141.12
1429,2004,231.84
1423,2004,112.14
1386,2004,44.1
1396,2004,327.6
1395,2004,6300
1227,2004,268.38
1413,2004,516.6
1331,2004,3165.12
1422,2004,4759.02
1388,2004,8302.14
1366,2004,1260
1393,2004,409.5
1346,2004,388.08
1378,2004,6300
1232,2004,367.92
1232,2004,321.3
1319,2004,215.46
1368,2004,20.16
1448,2004,254.52
1441,2004,165.06
851,2004,1290
860,2004,2580
968,2004,1290
960,2004,1290
864,2004,2580
979,2004,1290
975,2004,1290
1032,2004,1290
961,2004,1290
976,2004,1290
1141,2004,1290
1050,2004,1290
1089,2004,1290
954,2004,2580
862,2004,1290
988,2004,2580
1141,2004,1290
952,2004,6450
849,2004,2580
948,2004,2580
947,2004,2580
958,2004,6450
862,2004,1290
960,2004,1290
939,2004,6450
951,2004,2580
951,2004,2580
946,2004,6450
961,2004,1290
951,2004,2580
944,2004,2580
954,2004,1290
953,2004,6450
961,2004,3225
961,2004,5160
1022,2004,2580
944,2004,6450
815,2004,1128.75
847,2004,709.5
1046,2004,2580
961,2004,3225
951,2004,1290
945,2004,5160
965,2004,6450
948,2004,6450
1056,2004,322.5
946,2004,6450
951,2004,6450
1031,2004,5160
1063,2004,157.38
1051,2004,208.98
1043,2004,5160
1114,2004,2580
1127,2004,6450
1018,2004,2580
1149,2004,2580
1071,2004,1290
1140,2004,1290
1084,2004,1290
982,2004,1290
1067,2004,2580
1066,2004,6450
1016,2004,121.26
1091,2004,6450
1109,2004,892.68
1114,2004,892.68
1114,2004,1041.03
1022,2004,6450
1084,2004,6450
1079,2004,521.16
1130,2004,300.57
1140,2004,148.35
1138,2004,51.6
1134,2004,414.09
1137,2004,892.68
1149,2004,430.86
1137,2004,892.68
1141,2004,232.2
1141,2004,212.85
1134,2004,277.35
1141,2004,11610
1141,2004,13545
1140,2004,148.35
1141,2004,4028.67
1134,2004,277.35
1141,2004,5263.2
1138,2004,51.6
1134,2004,116.1
1140,2004,135.45
1135,2004,7.74
1147,2004,38.7
1147,2004,38.7
1140,2004,148.35
1142,2004,38.7
1148,2004,21.93
1134,2004,129
1140,2004,70.95
1147,2004,38.7
1138,2004,77.4
1137,2004,892.68
1148,2004,692.73
1149,2004,892.68
1122,2004,358.62
1142,2004,56.76
1130,2004,5126.46
1130,2004,2035.62
1148,2004,375.39
1134,2004,328.95
1128,2004,7567.14
1138,2004,51.6
1094,2004,6450
1057,2004,2580
1075,2004,1290
1053,2004,2580
1084,2004,5160
1011,2004,6450
1067,2004,2580
1129,2004,645
1120,2004,1290
1088,2004,1290
1039,2004,645
1024,2004,910.74
986,2004,370.23
1017,2004,673.38
1092,2004,6450
1091,2004,1290
990,2004,64.5
1051,2004,1.29
966,2004,36.12
1036,2004,90.3
937,2004,6450
874,2004,6450
989,2004,-2580
983,2004,2580
1050,2004,3870
955,2004,2580
958,2004,6450
1424,2004,399.42
1354,2004,5023.62
1282,2004,12600
1438,2004,1312.92
1438,2004,619.92
1438,2004,749.7
1438,2004,1042.02
1441,2004,1309.14
1442,2004,3987.9
1445,2004,1719.9
1445,2004,216.72
1445,2004,120.96
1445,2004,2278.08
1445,2004,650.16
1438,2004,482.58
1445,2004,2004.66
1423,2004,322.56
1365,2004,27.72
1420,2004,3202.92
1352,2004,630
1420,2004,10080
1420,2004,20786.22
1416,2004,585.9
1416,2004,2425.5
1423,2004,4451.58
1423,2004,16686.18
1422,2004,81172.98
1413,2004,252000
1413,2004,234576.72
1415,2004,3441.06
1415,2004,1950.48
1415,2004,3027.78
1415,2004,1701
1415,2004,9103.5
1409,2004,662528.16
1408,2004,6570.9
1408,2004,8525.16
1408,2004,4591.44
1421,2004,11759.58
1421,2004,628.74
1421,2004,29427.3
1421,2004,40372.92
1401,2004,316764
1423,2004,12600
1423,2004,19334.7
1434,2004,2639.7
1360,2004,2520
1450,2004,2520
1415,2004,79104.06
1303,2004,1890
1414,2004,158.76
1430,2004,34759.62
1431,2004,27873.72
1424,2004,630
1436,2004,630
1445,2004,136.08
1448,2004,551.88
1435,2004,286.02
1450,2004,315
1437,2004,1824.48
1403,2004,1868.58
1444,2004,315000
1449,2004,315000
1452,2004,33316.92
1442,2004,979.02
1448,2004,2318.4
1361,2004,12505.5
1448,2004,98820.54
1444,2004,1701000
1450,2004,616075.74
1452,2004,505.26
1400,2004,378
1420,2004,11351.34
1423,2004,204.12
1428,2004,3243.24
1438,2004,4615.38
1442,2004,3429.72
1442,2004,154.98
1444,2004,1247.4
1445,2004,1142.82
1451,2004,790.02
1450,2004,2227.68
1451,2004,607.32
1445,2004,315
1417,2004,2891096.46
1449,2004,5696.46
1441,2004,7398.72
1442,2004,949379.76
1392,2004,11340
1388,2004,9959782.14
1379,2004,37653.84
1452,2004,69300
1214,2004,3213
1245,2004,1084.86
1443,2004,630
1445,2004,14458.5
1452,2004,88200
1450,2004,38765.16
1450,2004,-5407.92
1442,2004,31944.78
1442,2004,25748.1
1442,2004,4755.24
1445,2004,148601.88
1445,2004,1483.02
1445,2004,10888.92
1449,2004,6205.5
1449,2004,316968.12
1449,2004,136080
1455,2004,214222.68
1455,2004,54329.94
1455,2004,40167.54
1437,2004,237431.88
1423,2004,5023.62
1451,2004,685.44
1449,2004,604.8
1450,2004,136.08
1443,2004,5303.34
1455,2004,874.44
1449,2004,950.04
1454,2004,54.18
1353,2004,264.6
1353,2004,264.6
1416,2004,220050.18
1441,2004,149743.44
1449,2004,90377.28
1425,2004,37.8
1442,2004,4341.96
1450,2004,5040
1451,2004,9686.88
1452,2004,307.44
1441,2004,37.8
1443,2004,4300.38
1450,2004,396.9
1452,2004,223.02
1455,2004,449.82
1390,2004,22630.86
1368,2004,5783.4
1380,2004,482643
1371,2004,113112.72
1428,2004,11162.34
1445,2004,6300
1444,2004,2507.4
1443,2004,418.32
1451,2004,1660.68
1451,2004,630
1451,2004,604.8
1452,2004,17640
1445,2004,1105.02
1302,2004,6300
1273,2004,220.5
1416,2004,13356
1406,2004,669.06
1395,2004,1638
1448,2004,21.42
1444,2004,38466.54
1421,2004,118.44
1421,2004,13.86
1396,2004,606.06
1396,2004,606.06
1431,2004,22.68
1436,2004,22.68
1436,2004,22.68
1431,2004,35179.2
1437,2004,120830.22
1448,2004,11995.2
1442,2004,401.94
1437,2004,56325.78
1437,2004,241.92
1437,2004,126
1455,2004,5.04
1437,2004,22.68
1438,2004,22.68
1437,2004,7.56
1443,2004,13.86
1455,2004,157.5
1437,2004,15.12
1437,2004,15.12
1448,2004,3.78
1438,2004,25.2
1445,2004,2102.94
1445,2004,1557.36
1435,2004,99.54
1455,2004,63
1445,2004,5062.68
1448,2004,31500
1443,2004,146.16
1443,2004,3027.78
1182,2004,17353.98
1424,2004,217814.94
1435,2004,20539.26
1434,2004,11025
1434,2004,10919.16
1436,2004,1858.5
1430,2004,33917.94
1427,2004,11088
1431,2004,105158.34
1452,2004,1159.2
1445,2004,1282.68
1455,2004,16380
1444,2004,6300
1413,2004,205.38
1420,2004,424.62
1450,2004,1638
1332,2004,1447.74
1318,2004,2254.14
1393,2004,52.92
1393,2004,254.52
1411,2004,3661.56
1214,2004,51869.16
1331,2004,42.84
1405,2004,100.8
1413,2004,100.8
1417,2004,100.8
1404,2004,75.6
1411,2004,161.28
1411,2004,37.8
1404,2004,75.6
1361,2004,1984.5
1350,2004,20714.4
1350,2004,18716.04
1344,2004,11.34
1429,2004,25.2
1429,2004,21.42
1429,2004,25.2
1379,2004,2836.26
1406,2004,2659.86
1435,2004,88200
1435,2004,148.68
1424,2004,10.08
1437,2004,743.4
1444,2004,1228.5
1450,2004,907.2
1442,2004,240.66
1445,2004,945
1437,2004,642.6
1444,2004,737.1
1437,2004,802.62
1444,2004,567
1442,2004,189
1444,2004,1436.4
1442,2004,3969
1442,2004,201.6
1448,2004,340.2
1444,2004,4725
1443,2004,340.2
1442,2004,472.5
1448,2004,1474.2
1442,2004,661.5
1437,2004,277.2
1445,2004,1474.2
1444,2004,616.14
1442,2004,1927.8
1443,2004,396.9
1444,2004,756
1443,2004,1134
1444,2004,529.2
1443,2004,2948.4
1442,2004,94.5
1445,2004,718.2
1449,2004,661.5
1442,2004,291.06
1443,2004,680.4
1437,2004,573.3
1443,2004,302.4
1442,2004,1392.3
1449,2004,294.84
1443,2004,478.8
1444,2004,3250.8
1444,2004,1190.7
1444,2004,869.4
1444,2004,378
1448,2004,8505
1451,2004,2866.5
1448,2004,850.5
1444,2004,989.1
1444,2004,1423.8
1448,2004,604.8
1443,2004,2394
1443,2004,239.4
1445,2004,378
1443,2004,869.4
1437,2004,378
1437,2004,170.1
1435,2004,171.36
1442,2004,4916.52
1442,2004,2726.64
1402,2004,88.2
1406,2004,34.02
1452,2004,5419.26
1452,2004,2892.96
1454,2004,37195.2
1450,2004,14738.22
1446,2004,71.82
1436,2004,309.96
1431,2004,711.9
1390,2004,160.02
1445,2004,934.92
1443,2004,4144.14
1439,2004,546.84
1404,2004,18.9
1412,2004,18.9
1427,2004,42.84
1442,2004,56.7
1443,2004,161.28
1444,2004,56.7
1404,2004,75.6
1404,2004,157.5
1412,2004,18.9
1412,2004,642.6
1439,2004,214.2
1441,2004,25.2
1443,2004,161.28
1444,2004,161.28
1444,2004,2042.46
1444,2004,5130.72
1445,2004,4277.7
1434,2004,12.6
1344,2004,784.98
1449,2004,15.12
1449,2004,327.6
1449,2004,14608.44
1438,2004,1251.18
1438,2004,257040
1438,2004,283.5
1438,2004,441
1438,2004,1649.34
1444,2004,907.2
1444,2004,176.4
1444,2004,315
1445,2004,321.3
1446,2004,4410
1441,2004,18631.62
1449,2004,75655.44
1436,2004,40942.44
1442,2004,67578.84
1441,2004,1288.98
1438,2004,938.7
1445,2004,1093.68
1182,2004,976.5
1151,2004,466634.7
1138,2004,65084.37
1152,2004,2520
1178,2004,5457.06
1169,2004,22829.94
1174,2004,15135.12
1310,2004,37.8
1275,2004,351.54
1289,2004,351.54
1267,2004,1728.72
1288,2004,226.8
1310,2004,651.42
1310,2004,973.98
1310,2004,119.7
1323,2004,50.4
1323,2004,6.3
1323,2004,31.5
1323,2004,401.94
1325,2004,1407.42
1294,2004,17564.4
1416,2004,99.54
1416,2004,9954
1338,2004,351.54
1338,2004,543.06
1344,2004,3670.38
1344,2004,391.86
1344,2004,134.82
1421,2004,3882.06
1346,2004,27.72
1375,2004,588.42
1375,2004,345.24
1375,2004,511.56
1375,2004,1016.82
1375,2004,340.2
1382,2004,11.34
1382,2004,816.48
1382,2004,109.62
1382,2004,284.76
1382,2004,1593.9
1375,2004,104.58
1375,2004,90.72
1375,2004,93.24
1380,2004,94.5
1392,2004,601.02
1392,2004,259.56
1392,2004,252
1392,2004,252
1392,2004,252
1393,2004,81.9
1393,2004,90.72
1393,2004,113.4
1393,2004,555.66
1396,2004,4276.44
1401,2004,322.56
1403,2004,31.5
1407,2004,80.64
1409,2004,2.52
1409,2004,10.08
1409,2004,11.34
1409,2004,16.38
1409,2004,97.02
1409,2004,129.78
1409,2004,28791
1416,2004,975.24
1416,2004,44532.18
1416,2004,39.06
1423,2004,1330.56
1422,2004,24020.64
1409,2004,2392.74
1361,2004,10582.74
1393,2004,33236.28
1351,2004,4316.76
1410,2004,166.32
1429,2004,1.26
1429,2004,2.52
1429,2004,49.14
1424,2004,189
1424,2004,381.78
1424,2004,941.22
1424,2004,1149.12
1424,2004,1426.32
1394,2004,189
1450,2004,4067.28
1318,2004,13208.58
1231,2004,9127.44
1260,2004,1033.2
1303,2004,4859.82
1423,2004,11620.98
1387,2004,646.38
1409,2004,524.16
1241,2004,268.38
1190,2004,1260
1182,2004,252
1275,2004,1260
1386,2004,2520
1349,2004,2520
1337,2004,315
1252,2004,1260
1199,2004,1078.56
1240,2004,1260
1178,2004,3780
1205,2004,1260
1157,2004,315
1193,2004,3150
1235,2004,2520
1451,2004,1535.94
1225,2004,1260
1171,2004,28842.66
1296,2004,257.04
1239,2004,2520
1172,2004,52.92
1175,2004,252
1159,2004,80.64
1171,2004,151.2
1179,2004,1220.94
1163,2004,15.12
1160,2004,60.48
1179,2004,409.5
1160,2004,70.56
1168,2004,70.56
1163,2004,97.02
1165,2004,5511.24
1164,2004,40.32
1165,2004,6300
1170,2004,161.28
1171,2004,27.72
1175,2004,88.2
1164,2004,50.4
1163,2004,541.8
1164,2004,40.32
1169,2004,491.4
1163,2004,50.4
1159,2004,79.38
1153,2004,113.4
1155,2004,75.6
1177,2004,157.5
1168,2004,66.78
1164,2004,40.32
1166,2004,100.8
1171,2004,151.2
1175,2004,63
1167,2004,65.52
1166,2004,50.4
1159,2004,80.64
1174,2004,94.5
1179,2004,2906.82
1159,2004,50.4
1161,2004,585.9
1169,2004,680.4
1155,2004,30.24
1168,2004,63
1166,2004,30.24
1168,2004,55.44
1167,2004,45.36
1168,2004,100.8
1178,2004,3.78
1178,2004,3.78
1178,2004,241.92
1170,2004,70.56
1160,2004,40.32
1152,2004,50.4
1168,2004,170.1
1160,2004,60.48
1175,2004,163.8
1176,2004,462.42
1168,2004,94.5
1167,2004,63
1177,2004,220.5
1175,2004,126
1170,2004,80.64
1168,2004,30.24
1168,2004,90.72
1168,2004,50.4
1163,2004,50.4
1160,2004,80.64
1166,2004,30.24
1166,2004,50.4
1161,2004,81.9
1158,2004,429.66
1170,2004,50.4
1161,2004,138.6
1179,2004,63
1165,2004,50.4
1167,2004,65.52
1174,2004,63
1178,2004,270.9
1168,2004,90.72
1167,2004,90.72
1167,2004,63
1167,2004,63
1175,2004,378
1167,2004,75.6
1167,2004,50.4
1167,2004,50.4
1171,2004,55.44
1154,2004,11151
1162,2004,13230
1175,2004,126
1168,2004,138.6
1175,2004,126
1167,2004,63
1163,2004,264.6
1167,2004,63
1167,2004,94.5
1175,2004,132.3
1165,2004,1500.66
1174,2004,94.5
1175,2004,37.8
1173,2004,50.4
1171,2004,50.4
1174,2004,63
1161,2004,330.12
1175,2004,264.6
1167,2004,63
1168,2004,88.2
1159,2004,50.4
1165,2004,18.9
1161,2004,1184.4
1160,2004,50.4
1168,2004,30.24
1171,2004,40.32
1168,2004,63
1177,2004,434.7
1179,2004,871.92
1161,2004,138.6
1170,2004,176.4
1177,2004,4793.04
1175,2004,245.7
1175,2004,138.6
1160,2004,56.7
1169,2004,161.28
1166,2004,366.66
1167,2004,63
1175,2004,163.8
1175,2004,163.8
1172,2004,201.6
1170,2004,50.4
1167,2004,63
1166,2004,50.4
1167,2004,35.28
1178,2004,1097.46
1167,2004,70.56
1154,2004,50.4
1159,2004,36.54
1167,2004,63
1179,2004,1016.82
1168,2004,126
1173,2004,110.88
1172,2004,871.92
1164,2004,126
1159,2004,50.4
1174,2004,63
1168,2004,415.8
1172,2004,249.48
1168,2004,63
1169,2004,245.7
1168,2004,63
1163,2004,30.24
1175,2004,252
1169,2004,185.22
1167,2004,63
1178,2004,197.82
1179,2004,371.7
1170,2004,50.4
1165,2004,50.4
1175,2004,88.2
1175,2004,667.8
1178,2004,151.2
1165,2004,113.4
1176,2004,443.52
1167,2004,65.52
1167,2004,65.52
1167,2004,63
1166,2004,80.64
1167,2004,94.5
1167,2004,395.64
1167,2004,63
1167,2004,63
1155,2004,134.82
1175,2004,264.6
1165,2004,70.56
1166,2004,80.64
1169,2004,1115.1
1178,2004,302.4
1163,2004,604.8
1160,2004,50.4
1168,2004,30.24
1158,2004,822.78
1170,2004,171.36
1168,2004,35.28
1174,2004,63
1167,2004,63
1168,2004,50.4
1167,2004,35.28
1160,2004,60.48
1169,2004,136.08
1159,2004,55.44
1168,2004,95.76
1160,2004,30.24
1175,2004,163.8
1158,2004,871.92
1170,2004,50.4
1167,2004,70.56
1167,2004,63
1165,2004,412.02
1159,2004,45.36
1163,2004,201.6
1190,2004,315
1183,2004,619.92
1183,2004,50.4
1182,2004,327.6
1183,2004,126
1186,2004,871.92
1182,2004,63
1181,2004,63
1182,2004,126
1186,2004,580.86
1183,2004,132.3
1209,2004,-1058.4
1182,2004,126
1183,2004,132.3
1184,2004,796.32
1181,2004,63
1181,2004,63
1181,2004,94.5
1181,2004,63
1181,2004,138.6
1183,2004,50.4
1183,2004,132.3
1181,2004,63
1183,2004,132.3
1181,2004,63
1182,2004,693
1186,2004,580.86
1205,2004,6937.56
1184,2004,674.1
1183,2004,262.08
1181,2004,63
1183,2004,327.6
1183,2004,556.92
1181,2004,50.4
1183,2004,16.38
1181,2004,63
1182,2004,189
1184,2004,252
1181,2004,63
1183,2004,132.3
1182,2004,378
1183,2004,361.62
1192,2004,180.18
1192,2004,22.68
1205,2004,3351.6
1189,2004,151.2
1181,2004,63
1184,2004,390.6
1181,2004,63
1183,2004,170.1
1181,2004,63
1181,2004,63
1183,2004,69.3
1185,2004,21.42
1184,2004,189723.24
1181,2004,50.4
1181,2004,94.5
1181,2004,245.7
1208,2004,47619.18
1240,2004,-63
1240,2004,-63
1208,2004,10871.28
1208,2004,6953.94
1211,2004,7519.68
1240,2004,-63
1223,2004,12600
1351,2004,516.6
1339,2004,6300
1296,2004,504
1322,2004,44969.4
1211,2004,882
1255,2004,1260
1331,2004,3689.28
1382,2004,1603.98
1322,2004,31.5
1318,2004,664020
1358,2004,3528000
1346,2004,1260
1389,2004,65.52
1423,2004,5503.68
1431,2004,2617.02
1434,2004,9022.86
1429,2004,91.98
1429,2004,231.84
1429,2004,228.06
1280,2004,154.98
1357,2004,178.92
1379,2004,453.6
1410,2004,1378.44
1358,2004,433.44
1212,2004,1275.12
1255,2004,4255.02
1386,2004,2187.36
1332,2004,11.34
1353,2004,10.08
1451,2004,182.7
1444,2004,147.42
953,2004,1290
995,2004,2580
981,2004,1290
952,2004,1290
932,2004,1290
960,2004,1290
989,2004,1290
1037,2004,2580
1072,2004,1290
973,2004,1290
1015,2004,1290
1032,2004,2580
975,2004,1290
941,2004,2580
952,2004,5160
1095,2004,2580
962,2004,1290
962,2004,6450
961,2004,3225
958,2004,6450
941,2004,2580
962,2004,1290
955,2004,6450
863,2004,3870
860,2004,1290
959,2004,5160
850,2004,1290
849,2004,6450
1021,2004,2580
875,2004,1290
947,2004,645
952,2004,2580
936,2004,6450
878,2004,1290
1084,2004,6450
1058,2004,5160
938,2004,2580
815,2004,1290
994,2004,2580
945,2004,1290
955,2004,1290
964,2004,1290
990,2004,1290
981,2004,2580
857,2004,645
946,2004,1290
947,2004,2580
965,2004,20.64
980,2004,2580
1035,2004,3225
1135,2004,3225
1065,2004,1290
1107,2004,1290
1113,2004,2580
1039,2004,3870
987,2004,1290
1109,2004,117.39
1114,2004,414.09
1114,2004,892.68
958,2004,6450
1057,2004,1290
1058,2004,2580
1137,2004,292.83
1134,2004,245.1
1147,2004,38.7
1134,2004,2580
1134,2004,187.05
1141,2004,86.43
1140,2004,37.41
1134,2004,148.35
1123,2004,1250.01
1130,2004,1250.01
1149,2004,1250.01
1138,2004,193.5
1141,2004,38.7
1141,2004,232.2
1148,2004,96.75
1138,2004,51.6
1149,2004,594.69
1141,2004,3728.1
1134,2004,148.35
1133,2004,129
1133,2004,129
1147,2004,38.7
1134,2004,309.6
1148,2004,546.96
1149,2004,1041.03
1137,2004,234.78
1142,2004,-187.05
1123,2004,78.69
1092,2004,3870
1091,2004,6450
1091,2004,645
1038,2004,2580
1058,2004,1290
1137,2004,121387.71
1018,2004,2580
857,2004,1290
1085,2004,3506.22
1134,2004,645
1120,2004,9030
1137,2004,129
1081,2004,2580
1133,2004,3289.5
1106,2004,1139.07
1118,2004,694.02
1127,2004,2580
874,2004,6450
1109,2004,4267.32
1108,2004,5160
868,2004,645
1014,2004,380.55
980,2004,6450
1128,2004,6450
1045,2004,3870
971,2004,29.67
979,2004,14.19
1045,2004,58.05
1070,2004,585.66
1134,2004,619.2
1087,2004,6450
1056,2004,6450
1021,2004,2580
1049,2004,5160
995,2004,2580
1445,2004,1834.56
1445,2004,89.46
1445,2004,1558.62
1445,2004,667.8
1438,2004,589.68
1438,2004,511.56
1442,2004,39.06
1445,2004,70188.3
1445,2004,230.58
1445,2004,1670.76
1346,2004,1.26
1291,2004,409.5
1423,2004,1033.2
1428,2004,1729.98
1420,2004,1833.3
1420,2004,675.36
1420,2004,1718.64
1420,2004,110004.3
1416,2004,252
1415,2004,724.5
1410,2004,25382.7
1410,2004,23597.28
1410,2004,9758.7
1408,2004,4318.02
1408,2004,9019.08
1408,2004,292.32
1408,2004,6635.16
1417,2004,56800.8
1169,2004,328.86
1438,2004,1260
1451,2004,3153.78
1414,2004,1102.5
1332,2004,178.92
1436,2004,1387.26
1436,2004,5278.14
1448,2004,657.72
1435,2004,334645.92
1452,2004,56.7
1431,2004,79553.88
1352,2004,408217.32
1450,2004,3195.36
1388,2004,2390.22
1444,2004,2880.36
1448,2004,122453.1
1431,2004,1113.84
1446,2004,22.68
1430,2004,202.86
1421,2004,5118.12
1445,2004,3780
1443,2004,10272.78
1441,2004,40514.04
1402,2004,4410
1443,2004,9450
1450,2004,206.64
1393,2004,14730.66
